Class1;Class1.1;Class1.2;Class1.3;Class1
topGenes;topGenes;Weights;Weights;Weights
CATETERISME_16;CATETERISME_16;0.0;0.0;0.0
CATETERISME_17;CATETERISME_17;0.0;0.0;0.0
CATETERISME_18;CATETERISME_18;0.0;0.0;0.0
CATETERISME_19;CATETERISME_19;0.0;0.0;0.0
CATETERISME_20;CATETERISME_20;0.0;0.0;0.0
CATETERISME_21;CATETERISME_21;0.0;0.0;0.0
CATETERISME_22;CATETERISME_22;0.0;0.0;0.0
CATETERISME_23;CATETERISME_23;0.0;0.0;0.0
CATETERISME_24;CATETERISME_24;0.0;0.0;0.0
CATETERISME_25;CATETERISME_25;0.0;0.0;0.0
CATETERISME_26;CATETERISME_26;0.0;0.0;0.0
CATETERISME_27;CATETERISME_27;0.0;0.0;0.0
CATETERISME_28;CATETERISME_28;0.0;0.0;0.0
CATETERISME_29;CATETERISME_29;0.0;0.0;0.0
CATETERISME_30;CATETERISME_30;0.0;0.0;0.0
CATETERISME_31;CATETERISME_31;0.0;0.0;0.0
CATETERISME_32;CATETERISME_32;0.0;0.0;0.0
CATETERISME_33;CATETERISME_33;0.0;0.0;0.0
CATETERISME_34;CATETERISME_34;0.0;0.0;0.0
CATETERISME_35;CATETERISME_35;0.0;0.0;0.0
CATETERISME_36;CATETERISME_36;0.0;0.0;0.0
CATETERISME_37;CATETERISME_37;0.0;0.0;0.0
CATETERISME_38;CATETERISME_38;0.0;0.0;0.0
CATETERISME_39;CATETERISME_39;0.0;0.0;0.0
CATETERISME_40;CATETERISME_40;0.0;0.0;0.0
CATETERISME_41;CATETERISME_41;0.0;0.0;0.0
CATETERISME_42;CATETERISME_42;0.0;0.0;0.0
CATETERISME_43;CATETERISME_43;0.0;0.0;0.0
CATETERISME_44;CATETERISME_44;0.0;0.0;0.0
CATETERISME_45;CATETERISME_45;0.0;0.0;0.0
CATETERISME_46;CATETERISME_46;0.0;0.0;0.0
CATETERISME_47;CATETERISME_47;0.0;0.0;0.0
CATETERISME_48;CATETERISME_48;0.0;0.0;0.0
CATETERISME_49;CATETERISME_49;0.0;0.0;0.0
CATETERISME_50;CATETERISME_50;0.0;0.0;0.0
CATETERISME_51;CATETERISME_51;0.0;0.0;0.0
CATETERISME_52;CATETERISME_52;0.0;0.0;0.0
CATETERISME_53;CATETERISME_53;0.0;0.0;0.0
CATETERISME_54;CATETERISME_54;0.0;0.0;0.0
CATETERISME_55;CATETERISME_55;0.0;0.0;0.0
CATETERISME_56;CATETERISME_56;0.0;0.0;0.0
CATETERISME_57;CATETERISME_57;0.0;0.0;0.0
CATETERISME_58;CATETERISME_58;0.0;0.0;0.0
CATETERISME_59;CATETERISME_59;0.0;0.0;0.0
CATETERISME_60;CATETERISME_60;0.0;0.0;0.0
CATETERISME_61;CATETERISME_61;0.0;0.0;0.0
CATETERISME_62;CATETERISME_62;0.0;0.0;0.0
CATETERISME_63;CATETERISME_63;0.0;0.0;0.0
CATETERISME_64;CATETERISME_64;0.0;0.0;0.0
CATETERISME_65;CATETERISME_65;0.0;0.0;0.0
CATETERISME_66;CATETERISME_66;0.0;0.0;0.0
CATETERISME_67;CATETERISME_67;0.0;0.0;0.0
CATETERISME_68;CATETERISME_68;0.0;0.0;0.0
CATETERISME_69;CATETERISME_69;0.0;0.0;0.0
CATETERISME_70;CATETERISME_70;0.0;0.0;0.0
CATETERISME_71;CATETERISME_71;0.0;0.0;0.0
CATETERISME_72;CATETERISME_72;0.0;0.0;0.0
CATETERISME_73;CATETERISME_73;0.0;0.0;0.0
CATETERISME_74;CATETERISME_74;0.0;0.0;0.0
CATETERISME_75;CATETERISME_75;0.0;0.0;0.0
CATETERISME_76;CATETERISME_76;0.0;0.0;0.0
CATETERISME_77;CATETERISME_77;0.0;0.0;0.0
CATETERISME_78;CATETERISME_78;0.0;0.0;0.0
CATETERISME_79;CATETERISME_79;0.0;0.0;0.0
CATETERISME_80;CATETERISME_80;0.0;0.0;0.0
CATETERISME_81;CATETERISME_81;0.0;0.0;0.0
CATETERISME_82;CATETERISME_82;0.0;0.0;0.0
CATETERISME_83;CATETERISME_83;0.0;0.0;0.0
CATETERISME_84;CATETERISME_84;0.0;0.0;0.0
CATETERISME_85;CATETERISME_85;0.0;0.0;0.0
CATETERISME_86;CATETERISME_86;0.0;0.0;0.0
CATETERISME_87;CATETERISME_87;0.0;0.0;0.0
CATETERISME_88;CATETERISME_88;0.0;0.0;0.0
CATETERISME_89;CATETERISME_89;0.0;0.0;0.0
CATETERISME_90;CATETERISME_90;0.0;0.0;0.0
CATETERISME_91;CATETERISME_91;0.0;0.0;0.0
CATETERISME_92;CATETERISME_92;0.0;0.0;0.0
CATETERISME_93;CATETERISME_93;0.0;0.0;0.0
CATETERISME_94;CATETERISME_94;0.0;0.0;0.0
CATETERISME_95;CATETERISME_95;0.0;0.0;0.0
CATETERISME_96;CATETERISME_96;0.0;0.0;0.0
CATETERISME_97;CATETERISME_97;0.0;0.0;0.0
CATETERISME_98;CATETERISME_98;0.0;0.0;0.0
CATETERISME_99;CATETERISME_99;0.0;0.0;0.0
ERGOMETRIA_0;ERGOMETRIA_0;0.0;0.0;0.0
ERGOMETRIA_1;ERGOMETRIA_1;0.0;0.0;0.0
ERGOMETRIA_2;ERGOMETRIA_2;0.0;0.0;0.0
ERGOMETRIA_3;ERGOMETRIA_3;0.0;0.0;0.0
ERGOMETRIA_4;ERGOMETRIA_4;0.0;0.0;0.0
ERGOMETRIA_5;ERGOMETRIA_5;0.0;0.0;0.0
ERGOMETRIA_6;ERGOMETRIA_6;0.0;0.0;0.0
ERGOMETRIA_7;ERGOMETRIA_7;0.0;0.0;0.0
ERGOMETRIA_8;ERGOMETRIA_8;0.0;0.0;0.0
ERGOMETRIA_9;ERGOMETRIA_9;0.0;0.0;0.0
ERGOMETRIA_10;ERGOMETRIA_10;0.0;0.0;0.0
ERGOMETRIA_11;ERGOMETRIA_11;0.0;0.0;0.0
ERGOMETRIA_12;ERGOMETRIA_12;0.0;0.0;0.0
ERGOMETRIA_13;ERGOMETRIA_13;0.0;0.0;0.0
ERGOMETRIA_14;ERGOMETRIA_14;0.0;0.0;0.0
ERGOMETRIA_15;ERGOMETRIA_15;0.0;0.0;0.0
ERGOMETRIA_16;ERGOMETRIA_16;0.0;0.0;0.0
ERGOMETRIA_17;ERGOMETRIA_17;0.0;0.0;0.0
ERGOMETRIA_18;ERGOMETRIA_18;0.0;0.0;0.0
ERGOMETRIA_19;ERGOMETRIA_19;0.0;0.0;0.0
ERGOMETRIA_20;ERGOMETRIA_20;0.0;0.0;0.0
ERGOMETRIA_21;ERGOMETRIA_21;0.0;0.0;0.0
ERGOMETRIA_22;ERGOMETRIA_22;0.0;0.0;0.0
ERGOMETRIA_23;ERGOMETRIA_23;0.0;0.0;0.0
ERGOMETRIA_24;ERGOMETRIA_24;0.0;0.0;0.0
ERGOMETRIA_25;ERGOMETRIA_25;0.0;0.0;0.0
ERGOMETRIA_26;ERGOMETRIA_26;0.0;0.0;0.0
ERGOMETRIA_27;ERGOMETRIA_27;0.0;0.0;0.0
ERGOMETRIA_28;ERGOMETRIA_28;0.0;0.0;0.0
ERGOMETRIA_29;ERGOMETRIA_29;0.0;0.0;0.0
ERGOMETRIA_30;ERGOMETRIA_30;0.0;0.0;0.0
ERGOMETRIA_31;ERGOMETRIA_31;0.0;0.0;0.0
ERGOMETRIA_32;ERGOMETRIA_32;0.0;0.0;0.0
ERGOMETRIA_33;ERGOMETRIA_33;0.0;0.0;0.0
ERGOMETRIA_34;ERGOMETRIA_34;0.0;0.0;0.0
ERGOMETRIA_35;ERGOMETRIA_35;0.0;0.0;0.0
ERGOMETRIA_36;ERGOMETRIA_36;0.0;0.0;0.0
ERGOMETRIA_37;ERGOMETRIA_37;0.0;0.0;0.0
ERGOMETRIA_38;ERGOMETRIA_38;0.0;0.0;0.0
ERGOMETRIA_39;ERGOMETRIA_39;0.0;0.0;0.0
ERGOMETRIA_40;ERGOMETRIA_40;0.0;0.0;0.0
ERGOMETRIA_41;ERGOMETRIA_41;0.0;0.0;0.0
ERGOMETRIA_42;ERGOMETRIA_42;0.0;0.0;0.0
ERGOMETRIA_43;ERGOMETRIA_43;0.0;0.0;0.0
ERGOMETRIA_44;ERGOMETRIA_44;0.0;0.0;0.0
ERGOMETRIA_45;ERGOMETRIA_45;0.0;0.0;0.0
ERGOMETRIA_46;ERGOMETRIA_46;0.0;0.0;0.0
ERGOMETRIA_47;ERGOMETRIA_47;0.0;0.0;0.0
ERGOMETRIA_48;ERGOMETRIA_48;0.0;0.0;0.0
ERGOMETRIA_49;ERGOMETRIA_49;0.0;0.0;0.0
ERGOMETRIA_50;ERGOMETRIA_50;0.0;0.0;0.0
ERGOMETRIA_51;ERGOMETRIA_51;0.0;0.0;0.0
ERGOMETRIA_52;ERGOMETRIA_52;0.0;0.0;0.0
ERGOMETRIA_53;ERGOMETRIA_53;0.0;0.0;0.0
ERGOMETRIA_54;ERGOMETRIA_54;0.0;0.0;0.0
ERGOMETRIA_55;ERGOMETRIA_55;0.0;0.0;0.0
ERGOMETRIA_56;ERGOMETRIA_56;0.0;0.0;0.0
ERGOMETRIA_57;ERGOMETRIA_57;0.0;0.0;0.0
ERGOMETRIA_58;ERGOMETRIA_58;0.0;0.0;0.0
ERGOMETRIA_59;ERGOMETRIA_59;0.0;0.0;0.0
ERGOMETRIA_60;ERGOMETRIA_60;0.0;0.0;0.0
ERGOMETRIA_61;ERGOMETRIA_61;0.0;0.0;0.0
ERGOMETRIA_62;ERGOMETRIA_62;0.0;0.0;0.0
ERGOMETRIA_63;ERGOMETRIA_63;0.0;0.0;0.0
ERGOMETRIA_64;ERGOMETRIA_64;0.0;0.0;0.0
ERGOMETRIA_65;ERGOMETRIA_65;0.0;0.0;0.0
ERGOMETRIA_66;ERGOMETRIA_66;0.0;0.0;0.0
ERGOMETRIA_67;ERGOMETRIA_67;0.0;0.0;0.0
ERGOMETRIA_68;ERGOMETRIA_68;0.0;0.0;0.0
ERGOMETRIA_69;ERGOMETRIA_69;0.0;0.0;0.0
ERGOMETRIA_70;ERGOMETRIA_70;0.0;0.0;0.0
ERGOMETRIA_71;ERGOMETRIA_71;0.0;0.0;0.0
ERGOMETRIA_72;ERGOMETRIA_72;0.0;0.0;0.0
ERGOMETRIA_73;ERGOMETRIA_73;0.0;0.0;0.0
ERGOMETRIA_74;ERGOMETRIA_74;0.0;0.0;0.0
ERGOMETRIA_75;ERGOMETRIA_75;0.0;0.0;0.0
ERGOMETRIA_76;ERGOMETRIA_76;0.0;0.0;0.0
ERGOMETRIA_77;ERGOMETRIA_77;0.0;0.0;0.0
ERGOMETRIA_78;ERGOMETRIA_78;0.0;0.0;0.0
ERGOMETRIA_79;ERGOMETRIA_79;0.0;0.0;0.0
ERGOMETRIA_80;ERGOMETRIA_80;0.0;0.0;0.0
ERGOMETRIA_81;ERGOMETRIA_81;0.0;0.0;0.0
ERGOMETRIA_82;ERGOMETRIA_82;0.0;0.0;0.0
ERGOMETRIA_83;ERGOMETRIA_83;0.0;0.0;0.0
ERGOMETRIA_84;ERGOMETRIA_84;0.0;0.0;0.0
ERGOMETRIA_85;ERGOMETRIA_85;0.0;0.0;0.0
ERGOMETRIA_86;ERGOMETRIA_86;0.0;0.0;0.0
ERGOMETRIA_87;ERGOMETRIA_87;0.0;0.0;0.0
ERGOMETRIA_88;ERGOMETRIA_88;0.0;0.0;0.0
ERGOMETRIA_89;ERGOMETRIA_89;0.0;0.0;0.0
ERGOMETRIA_90;ERGOMETRIA_90;0.0;0.0;0.0
ERGOMETRIA_91;ERGOMETRIA_91;0.0;0.0;0.0
ERGOMETRIA_92;ERGOMETRIA_92;0.0;0.0;0.0
ERGOMETRIA_93;ERGOMETRIA_93;0.0;0.0;0.0
ERGOMETRIA_94;ERGOMETRIA_94;0.0;0.0;0.0
ERGOMETRIA_95;ERGOMETRIA_95;0.0;0.0;0.0
ERGOMETRIA_96;ERGOMETRIA_96;0.0;0.0;0.0
ERGOMETRIA_97;ERGOMETRIA_97;0.0;0.0;0.0
ERGOMETRIA_98;ERGOMETRIA_98;0.0;0.0;0.0
ERGOMETRIA_99;ERGOMETRIA_99;0.0;0.0;0.0
6' WALKING T_0;6' WALKING T_0;0.0;0.0;0.0
6' WALKING T_1;6' WALKING T_1;0.0;0.0;0.0
6' WALKING T_2;6' WALKING T_2;0.0;0.0;0.0
6' WALKING T_3;6' WALKING T_3;0.0;0.0;0.0
6' WALKING T_4;6' WALKING T_4;0.0;0.0;0.0
6' WALKING T_5;6' WALKING T_5;0.0;0.0;0.0
6' WALKING T_6;6' WALKING T_6;0.0;0.0;0.0
6' WALKING T_7;6' WALKING T_7;0.0;0.0;0.0
6' WALKING T_8;6' WALKING T_8;0.0;0.0;0.0
6' WALKING T_9;6' WALKING T_9;0.0;0.0;0.0
6' WALKING T_10;6' WALKING T_10;0.0;0.0;0.0
6' WALKING T_11;6' WALKING T_11;0.0;0.0;0.0
6' WALKING T_12;6' WALKING T_12;0.0;0.0;0.0
6' WALKING T_13;6' WALKING T_13;0.0;0.0;0.0
6' WALKING T_14;6' WALKING T_14;0.0;0.0;0.0
6' WALKING T_15;6' WALKING T_15;0.0;0.0;0.0
6' WALKING T_16;6' WALKING T_16;0.0;0.0;0.0
6' WALKING T_17;6' WALKING T_17;0.0;0.0;0.0
6' WALKING T_18;6' WALKING T_18;0.0;0.0;0.0
6' WALKING T_19;6' WALKING T_19;0.0;0.0;0.0
6' WALKING T_20;6' WALKING T_20;0.0;0.0;0.0
6' WALKING T_21;6' WALKING T_21;0.0;0.0;0.0
6' WALKING T_22;6' WALKING T_22;0.0;0.0;0.0
6' WALKING T_23;6' WALKING T_23;0.0;0.0;0.0
6' WALKING T_24;6' WALKING T_24;0.0;0.0;0.0
6' WALKING T_25;6' WALKING T_25;0.0;0.0;0.0
6' WALKING T_26;6' WALKING T_26;0.0;0.0;0.0
6' WALKING T_27;6' WALKING T_27;0.0;0.0;0.0
6' WALKING T_28;6' WALKING T_28;0.0;0.0;0.0
6' WALKING T_29;6' WALKING T_29;0.0;0.0;0.0
6' WALKING T_30;6' WALKING T_30;0.0;0.0;0.0
6' WALKING T_31;6' WALKING T_31;0.0;0.0;0.0
6' WALKING T_32;6' WALKING T_32;0.0;0.0;0.0
6' WALKING T_33;6' WALKING T_33;0.0;0.0;0.0
6' WALKING T_34;6' WALKING T_34;0.0;0.0;0.0
6' WALKING T_35;6' WALKING T_35;0.0;0.0;0.0
6' WALKING T_36;6' WALKING T_36;0.0;0.0;0.0
6' WALKING T_37;6' WALKING T_37;0.0;0.0;0.0
6' WALKING T_38;6' WALKING T_38;0.0;0.0;0.0
6' WALKING T_39;6' WALKING T_39;0.0;0.0;0.0
6' WALKING T_40;6' WALKING T_40;0.0;0.0;0.0
6' WALKING T_41;6' WALKING T_41;0.0;0.0;0.0
6' WALKING T_42;6' WALKING T_42;0.0;0.0;0.0
6' WALKING T_43;6' WALKING T_43;0.0;0.0;0.0
6' WALKING T_44;6' WALKING T_44;0.0;0.0;0.0
6' WALKING T_45;6' WALKING T_45;0.0;0.0;0.0
6' WALKING T_46;6' WALKING T_46;0.0;0.0;0.0
6' WALKING T_47;6' WALKING T_47;0.0;0.0;0.0
6' WALKING T_48;6' WALKING T_48;0.0;0.0;0.0
6' WALKING T_49;6' WALKING T_49;0.0;0.0;0.0
6' WALKING T_50;6' WALKING T_50;0.0;0.0;0.0
6' WALKING T_51;6' WALKING T_51;0.0;0.0;0.0
6' WALKING T_52;6' WALKING T_52;0.0;0.0;0.0
6' WALKING T_53;6' WALKING T_53;0.0;0.0;0.0
6' WALKING T_54;6' WALKING T_54;0.0;0.0;0.0
6' WALKING T_55;6' WALKING T_55;0.0;0.0;0.0
6' WALKING T_56;6' WALKING T_56;0.0;0.0;0.0
6' WALKING T_57;6' WALKING T_57;0.0;0.0;0.0
6' WALKING T_58;6' WALKING T_58;0.0;0.0;0.0
6' WALKING T_59;6' WALKING T_59;0.0;0.0;0.0
6' WALKING T_60;6' WALKING T_60;0.0;0.0;0.0
6' WALKING T_61;6' WALKING T_61;0.0;0.0;0.0
6' WALKING T_62;6' WALKING T_62;0.0;0.0;0.0
6' WALKING T_63;6' WALKING T_63;0.0;0.0;0.0
6' WALKING T_64;6' WALKING T_64;0.0;0.0;0.0
6' WALKING T_65;6' WALKING T_65;0.0;0.0;0.0
6' WALKING T_66;6' WALKING T_66;0.0;0.0;0.0
6' WALKING T_67;6' WALKING T_67;0.0;0.0;0.0
6' WALKING T_68;6' WALKING T_68;0.0;0.0;0.0
6' WALKING T_69;6' WALKING T_69;0.0;0.0;0.0
6' WALKING T_70;6' WALKING T_70;0.0;0.0;0.0
6' WALKING T_71;6' WALKING T_71;0.0;0.0;0.0
6' WALKING T_72;6' WALKING T_72;0.0;0.0;0.0
6' WALKING T_73;6' WALKING T_73;0.0;0.0;0.0
6' WALKING T_74;6' WALKING T_74;0.0;0.0;0.0
6' WALKING T_75;6' WALKING T_75;0.0;0.0;0.0
6' WALKING T_76;6' WALKING T_76;0.0;0.0;0.0
6' WALKING T_77;6' WALKING T_77;0.0;0.0;0.0
6' WALKING T_78;6' WALKING T_78;0.0;0.0;0.0
6' WALKING T_79;6' WALKING T_79;0.0;0.0;0.0
6' WALKING T_80;6' WALKING T_80;0.0;0.0;0.0
6' WALKING T_81;6' WALKING T_81;0.0;0.0;0.0
6' WALKING T_82;6' WALKING T_82;0.0;0.0;0.0
6' WALKING T_83;6' WALKING T_83;0.0;0.0;0.0
6' WALKING T_84;6' WALKING T_84;0.0;0.0;0.0
6' WALKING T_85;6' WALKING T_85;0.0;0.0;0.0
6' WALKING T_86;6' WALKING T_86;0.0;0.0;0.0
6' WALKING T_87;6' WALKING T_87;0.0;0.0;0.0
6' WALKING T_88;6' WALKING T_88;0.0;0.0;0.0
6' WALKING T_89;6' WALKING T_89;0.0;0.0;0.0
6' WALKING T_90;6' WALKING T_90;0.0;0.0;0.0
6' WALKING T_91;6' WALKING T_91;0.0;0.0;0.0
6' WALKING T_92;6' WALKING T_92;0.0;0.0;0.0
6' WALKING T_93;6' WALKING T_93;0.0;0.0;0.0
6' WALKING T_94;6' WALKING T_94;0.0;0.0;0.0
6' WALKING T_95;6' WALKING T_95;0.0;0.0;0.0
6' WALKING T_96;6' WALKING T_96;0.0;0.0;0.0
6' WALKING T_97;6' WALKING T_97;0.0;0.0;0.0
6' WALKING T_98;6' WALKING T_98;0.0;0.0;0.0
6' WALKING T_99;6' WALKING T_99;0.0;0.0;0.0
Data_6'WT_0;Data_6'WT_0;0.0;0.0;0.0
Data_6'WT_1;Data_6'WT_1;0.0;0.0;0.0
Data_6'WT_2;Data_6'WT_2;0.0;0.0;0.0
Data_6'WT_3;Data_6'WT_3;0.0;0.0;0.0
Data_6'WT_4;Data_6'WT_4;0.0;0.0;0.0
Data_6'WT_5;Data_6'WT_5;0.0;0.0;0.0
Data_6'WT_6;Data_6'WT_6;0.0;0.0;0.0
Data_6'WT_7;Data_6'WT_7;0.0;0.0;0.0
Data_6'WT_8;Data_6'WT_8;0.0;0.0;0.0
Data_6'WT_9;Data_6'WT_9;0.0;0.0;0.0
Data_6'WT_10;Data_6'WT_10;0.0;0.0;0.0
Data_6'WT_11;Data_6'WT_11;0.0;0.0;0.0
Data_6'WT_12;Data_6'WT_12;0.0;0.0;0.0
Data_6'WT_13;Data_6'WT_13;0.0;0.0;0.0
Data_6'WT_14;Data_6'WT_14;0.0;0.0;0.0
Data_6'WT_15;Data_6'WT_15;0.0;0.0;0.0
Data_6'WT_16;Data_6'WT_16;0.0;0.0;0.0
Data_6'WT_17;Data_6'WT_17;0.0;0.0;0.0
Data_6'WT_18;Data_6'WT_18;0.0;0.0;0.0
Data_6'WT_19;Data_6'WT_19;0.0;0.0;0.0
Data_6'WT_20;Data_6'WT_20;0.0;0.0;0.0
Data_6'WT_21;Data_6'WT_21;0.0;0.0;0.0
Data_6'WT_22;Data_6'WT_22;0.0;0.0;0.0
Data_6'WT_23;Data_6'WT_23;0.0;0.0;0.0
Data_6'WT_24;Data_6'WT_24;0.0;0.0;0.0
Data_6'WT_25;Data_6'WT_25;0.0;0.0;0.0
Data_6'WT_26;Data_6'WT_26;0.0;0.0;0.0
Data_6'WT_27;Data_6'WT_27;0.0;0.0;0.0
Data_6'WT_28;Data_6'WT_28;0.0;0.0;0.0
Data_6'WT_29;Data_6'WT_29;0.0;0.0;0.0
Data_6'WT_30;Data_6'WT_30;0.0;0.0;0.0
Data_6'WT_31;Data_6'WT_31;0.0;0.0;0.0
Data_6'WT_32;Data_6'WT_32;0.0;0.0;0.0
Data_6'WT_33;Data_6'WT_33;0.0;0.0;0.0
Data_6'WT_34;Data_6'WT_34;0.0;0.0;0.0
Data_6'WT_35;Data_6'WT_35;0.0;0.0;0.0
Data_6'WT_36;Data_6'WT_36;0.0;0.0;0.0
Data_6'WT_37;Data_6'WT_37;0.0;0.0;0.0
Data_6'WT_38;Data_6'WT_38;0.0;0.0;0.0
Data_6'WT_39;Data_6'WT_39;0.0;0.0;0.0
Data_6'WT_40;Data_6'WT_40;0.0;0.0;0.0
Data_6'WT_41;Data_6'WT_41;0.0;0.0;0.0
Data_6'WT_42;Data_6'WT_42;0.0;0.0;0.0
Data_6'WT_43;Data_6'WT_43;0.0;0.0;0.0
Data_6'WT_44;Data_6'WT_44;0.0;0.0;0.0
Data_6'WT_45;Data_6'WT_45;0.0;0.0;0.0
Data_6'WT_46;Data_6'WT_46;0.0;0.0;0.0
Data_6'WT_47;Data_6'WT_47;0.0;0.0;0.0
Data_6'WT_48;Data_6'WT_48;0.0;0.0;0.0
Data_6'WT_49;Data_6'WT_49;0.0;0.0;0.0
Data_6'WT_50;Data_6'WT_50;0.0;0.0;0.0
Data_6'WT_51;Data_6'WT_51;0.0;0.0;0.0
Data_6'WT_52;Data_6'WT_52;0.0;0.0;0.0
Data_6'WT_53;Data_6'WT_53;0.0;0.0;0.0
Data_6'WT_54;Data_6'WT_54;0.0;0.0;0.0
Data_6'WT_55;Data_6'WT_55;0.0;0.0;0.0
Data_6'WT_56;Data_6'WT_56;0.0;0.0;0.0
Data_6'WT_57;Data_6'WT_57;0.0;0.0;0.0
Data_6'WT_58;Data_6'WT_58;0.0;0.0;0.0
Data_6'WT_59;Data_6'WT_59;0.0;0.0;0.0
Data_6'WT_60;Data_6'WT_60;0.0;0.0;0.0
Data_6'WT_61;Data_6'WT_61;0.0;0.0;0.0
Data_6'WT_62;Data_6'WT_62;0.0;0.0;0.0
Data_6'WT_63;Data_6'WT_63;0.0;0.0;0.0
Data_6'WT_64;Data_6'WT_64;0.0;0.0;0.0
Data_6'WT_65;Data_6'WT_65;0.0;0.0;0.0
Data_6'WT_66;Data_6'WT_66;0.0;0.0;0.0
Data_6'WT_67;Data_6'WT_67;0.0;0.0;0.0
Data_6'WT_68;Data_6'WT_68;0.0;0.0;0.0
Data_6'WT_69;Data_6'WT_69;0.0;0.0;0.0
Data_6'WT_70;Data_6'WT_70;0.0;0.0;0.0
Data_6'WT_71;Data_6'WT_71;0.0;0.0;0.0
Data_6'WT_72;Data_6'WT_72;0.0;0.0;0.0
Data_6'WT_73;Data_6'WT_73;0.0;0.0;0.0
Data_6'WT_74;Data_6'WT_74;0.0;0.0;0.0
Data_6'WT_75;Data_6'WT_75;0.0;0.0;0.0
Data_6'WT_76;Data_6'WT_76;0.0;0.0;0.0
Data_6'WT_77;Data_6'WT_77;0.0;0.0;0.0
Data_6'WT_78;Data_6'WT_78;0.0;0.0;0.0
Data_6'WT_79;Data_6'WT_79;0.0;0.0;0.0
Data_6'WT_80;Data_6'WT_80;0.0;0.0;0.0
Data_6'WT_81;Data_6'WT_81;0.0;0.0;0.0
Data_6'WT_82;Data_6'WT_82;0.0;0.0;0.0
Data_6'WT_83;Data_6'WT_83;0.0;0.0;0.0
Data_6'WT_84;Data_6'WT_84;0.0;0.0;0.0
Data_6'WT_85;Data_6'WT_85;0.0;0.0;0.0
Data_6'WT_86;Data_6'WT_86;0.0;0.0;0.0
Data_6'WT_87;Data_6'WT_87;0.0;0.0;0.0
Data_6'WT_88;Data_6'WT_88;0.0;0.0;0.0
Data_6'WT_89;Data_6'WT_89;0.0;0.0;0.0
Data_6'WT_90;Data_6'WT_90;0.0;0.0;0.0
Data_6'WT_91;Data_6'WT_91;0.0;0.0;0.0
Data_6'WT_92;Data_6'WT_92;0.0;0.0;0.0
Data_6'WT_93;Data_6'WT_93;0.0;0.0;0.0
Data_6'WT_94;Data_6'WT_94;0.0;0.0;0.0
Data_6'WT_95;Data_6'WT_95;0.0;0.0;0.0
Data_6'WT_96;Data_6'WT_96;0.0;0.0;0.0
Data_6'WT_97;Data_6'WT_97;0.0;0.0;0.0
Data_6'WT_98;Data_6'WT_98;0.0;0.0;0.0
Data_6'WT_99;Data_6'WT_99;0.0;0.0;0.0
6' W TEST_0;6' W TEST_0;0.0;0.0;0.0
6' W TEST_1;6' W TEST_1;0.0;0.0;0.0
6' W TEST_2;6' W TEST_2;0.0;0.0;0.0
6' W TEST_3;6' W TEST_3;0.0;0.0;0.0
6' W TEST_4;6' W TEST_4;0.0;0.0;0.0
6' W TEST_5;6' W TEST_5;0.0;0.0;0.0
6' W TEST_6;6' W TEST_6;0.0;0.0;0.0
6' W TEST_7;6' W TEST_7;0.0;0.0;0.0
6' W TEST_8;6' W TEST_8;0.0;0.0;0.0
6' W TEST_9;6' W TEST_9;0.0;0.0;0.0
6' W TEST_10;6' W TEST_10;0.0;0.0;0.0
6' W TEST_11;6' W TEST_11;0.0;0.0;0.0
6' W TEST_12;6' W TEST_12;0.0;0.0;0.0
6' W TEST_13;6' W TEST_13;0.0;0.0;0.0
6' W TEST_14;6' W TEST_14;0.0;0.0;0.0
6' W TEST_15;6' W TEST_15;0.0;0.0;0.0
6' W TEST_16;6' W TEST_16;0.0;0.0;0.0
6' W TEST_17;6' W TEST_17;0.0;0.0;0.0
6' W TEST_18;6' W TEST_18;0.0;0.0;0.0
6' W TEST_19;6' W TEST_19;0.0;0.0;0.0
6' W TEST_20;6' W TEST_20;0.0;0.0;0.0
6' W TEST_21;6' W TEST_21;0.0;0.0;0.0
6' W TEST_22;6' W TEST_22;0.0;0.0;0.0
6' W TEST_23;6' W TEST_23;0.0;0.0;0.0
6' W TEST_24;6' W TEST_24;0.0;0.0;0.0
6' W TEST_25;6' W TEST_25;0.0;0.0;0.0
6' W TEST_26;6' W TEST_26;0.0;0.0;0.0
6' W TEST_27;6' W TEST_27;0.0;0.0;0.0
6' W TEST_28;6' W TEST_28;0.0;0.0;0.0
6' W TEST_29;6' W TEST_29;0.0;0.0;0.0
6' W TEST_30;6' W TEST_30;0.0;0.0;0.0
6' W TEST_31;6' W TEST_31;0.0;0.0;0.0
6' W TEST_32;6' W TEST_32;0.0;0.0;0.0
6' W TEST_33;6' W TEST_33;0.0;0.0;0.0
6' W TEST_34;6' W TEST_34;0.0;0.0;0.0
6' W TEST_35;6' W TEST_35;0.0;0.0;0.0
6' W TEST_36;6' W TEST_36;0.0;0.0;0.0
6' W TEST_37;6' W TEST_37;0.0;0.0;0.0
6' W TEST_38;6' W TEST_38;0.0;0.0;0.0
6' W TEST_39;6' W TEST_39;0.0;0.0;0.0
6' W TEST_40;6' W TEST_40;0.0;0.0;0.0
6' W TEST_41;6' W TEST_41;0.0;0.0;0.0
6' W TEST_42;6' W TEST_42;0.0;0.0;0.0
6' W TEST_43;6' W TEST_43;0.0;0.0;0.0
6' W TEST_44;6' W TEST_44;0.0;0.0;0.0
6' W TEST_45;6' W TEST_45;0.0;0.0;0.0
6' W TEST_46;6' W TEST_46;0.0;0.0;0.0
