Class1;Class1.1;Class1.2;Class1.3;Class1
topGenes;topGenes;Weights;Weights;Weights
VTDI_ECO_57;VTDI_ECO_57;0.0;0.0;0.0
VTDI_ECO_58;VTDI_ECO_58;0.0;0.0;0.0
VTDI_ECO_59;VTDI_ECO_59;0.0;0.0;0.0
VTDI_ECO_60;VTDI_ECO_60;0.0;0.0;0.0
VTDI_ECO_61;VTDI_ECO_61;0.0;0.0;0.0
VTDI_ECO_62;VTDI_ECO_62;0.0;0.0;0.0
VTDI_ECO_63;VTDI_ECO_63;0.0;0.0;0.0
VTDI_ECO_64;VTDI_ECO_64;0.0;0.0;0.0
VTDI_ECO_65;VTDI_ECO_65;0.0;0.0;0.0
VTDI_ECO_66;VTDI_ECO_66;0.0;0.0;0.0
VTDI_ECO_67;VTDI_ECO_67;0.0;0.0;0.0
VTDI_ECO_68;VTDI_ECO_68;0.0;0.0;0.0
VTDI_ECO_69;VTDI_ECO_69;0.0;0.0;0.0
VTDI_ECO_70;VTDI_ECO_70;0.0;0.0;0.0
VTDI_ECO_71;VTDI_ECO_71;0.0;0.0;0.0
VTDI_ECO_72;VTDI_ECO_72;0.0;0.0;0.0
VTDI_ECO_73;VTDI_ECO_73;0.0;0.0;0.0
VTDI_ECO_74;VTDI_ECO_74;0.0;0.0;0.0
VTDI_ECO_75;VTDI_ECO_75;0.0;0.0;0.0
VTDI_ECO_76;VTDI_ECO_76;0.0;0.0;0.0
VTDI_ECO_77;VTDI_ECO_77;0.0;0.0;0.0
VTDI_ECO_78;VTDI_ECO_78;0.0;0.0;0.0
VTDI_ECO_79;VTDI_ECO_79;0.0;0.0;0.0
VTDI_ECO_80;VTDI_ECO_80;0.0;0.0;0.0
VTDI_ECO_81;VTDI_ECO_81;0.0;0.0;0.0
VTDI_ECO_82;VTDI_ECO_82;0.0;0.0;0.0
VTDI_ECO_83;VTDI_ECO_83;0.0;0.0;0.0
VTDI_ECO_84;VTDI_ECO_84;0.0;0.0;0.0
VTDI_ECO_85;VTDI_ECO_85;0.0;0.0;0.0
VTDI_ECO_86;VTDI_ECO_86;0.0;0.0;0.0
VTDI_ECO_87;VTDI_ECO_87;0.0;0.0;0.0
VTDI_ECO_88;VTDI_ECO_88;0.0;0.0;0.0
VTDI_ECO_89;VTDI_ECO_89;0.0;0.0;0.0
VTDI_ECO_90;VTDI_ECO_90;0.0;0.0;0.0
VTDI_ECO_91;VTDI_ECO_91;0.0;0.0;0.0
VTDI_ECO_92;VTDI_ECO_92;0.0;0.0;0.0
VTDI_ECO_93;VTDI_ECO_93;0.0;0.0;0.0
VTDI_ECO_94;VTDI_ECO_94;0.0;0.0;0.0
VTDI_ECO_95;VTDI_ECO_95;0.0;0.0;0.0
VTDI_ECO_96;VTDI_ECO_96;0.0;0.0;0.0
VTDI_ECO_97;VTDI_ECO_97;0.0;0.0;0.0
VTDI_ECO_98;VTDI_ECO_98;0.0;0.0;0.0
VTDI_ECO_99;VTDI_ECO_99;0.0;0.0;0.0
VAEI_ECO_0;VAEI_ECO_0;0.0;0.0;0.0
VAEI_ECO_1;VAEI_ECO_1;0.0;0.0;0.0
VAEI_ECO_2;VAEI_ECO_2;0.0;0.0;0.0
VAEI_ECO_3;VAEI_ECO_3;0.0;0.0;0.0
VAEI_ECO_4;VAEI_ECO_4;0.0;0.0;0.0
VAEI_ECO_5;VAEI_ECO_5;0.0;0.0;0.0
VAEI_ECO_6;VAEI_ECO_6;0.0;0.0;0.0
VAEI_ECO_7;VAEI_ECO_7;0.0;0.0;0.0
VAEI_ECO_8;VAEI_ECO_8;0.0;0.0;0.0
VAEI_ECO_9;VAEI_ECO_9;0.0;0.0;0.0
VAEI_ECO_10;VAEI_ECO_10;0.0;0.0;0.0
VAEI_ECO_11;VAEI_ECO_11;0.0;0.0;0.0
VAEI_ECO_12;VAEI_ECO_12;0.0;0.0;0.0
VAEI_ECO_13;VAEI_ECO_13;0.0;0.0;0.0
VAEI_ECO_14;VAEI_ECO_14;0.0;0.0;0.0
VAEI_ECO_15;VAEI_ECO_15;0.0;0.0;0.0
VAEI_ECO_16;VAEI_ECO_16;0.0;0.0;0.0
VAEI_ECO_17;VAEI_ECO_17;0.0;0.0;0.0
VAEI_ECO_18;VAEI_ECO_18;0.0;0.0;0.0
VAEI_ECO_19;VAEI_ECO_19;0.0;0.0;0.0
VAEI_ECO_20;VAEI_ECO_20;0.0;0.0;0.0
VAEI_ECO_21;VAEI_ECO_21;0.0;0.0;0.0
VAEI_ECO_22;VAEI_ECO_22;0.0;0.0;0.0
VAEI_ECO_23;VAEI_ECO_23;0.0;0.0;0.0
VAEI_ECO_24;VAEI_ECO_24;0.0;0.0;0.0
VAEI_ECO_25;VAEI_ECO_25;0.0;0.0;0.0
VAEI_ECO_26;VAEI_ECO_26;0.0;0.0;0.0
VAEI_ECO_27;VAEI_ECO_27;0.0;0.0;0.0
VAEI_ECO_28;VAEI_ECO_28;0.0;0.0;0.0
VAEI_ECO_29;VAEI_ECO_29;0.0;0.0;0.0
VAEI_ECO_30;VAEI_ECO_30;0.0;0.0;0.0
VAEI_ECO_31;VAEI_ECO_31;0.0;0.0;0.0
VAEI_ECO_32;VAEI_ECO_32;0.0;0.0;0.0
VAEI_ECO_33;VAEI_ECO_33;0.0;0.0;0.0
VAEI_ECO_34;VAEI_ECO_34;0.0;0.0;0.0
VAEI_ECO_35;VAEI_ECO_35;0.0;0.0;0.0
VAEI_ECO_36;VAEI_ECO_36;0.0;0.0;0.0
VAEI_ECO_37;VAEI_ECO_37;0.0;0.0;0.0
VAEI_ECO_38;VAEI_ECO_38;0.0;0.0;0.0
VAEI_ECO_39;VAEI_ECO_39;0.0;0.0;0.0
VAEI_ECO_40;VAEI_ECO_40;0.0;0.0;0.0
VAEI_ECO_41;VAEI_ECO_41;0.0;0.0;0.0
VAEI_ECO_42;VAEI_ECO_42;0.0;0.0;0.0
VAEI_ECO_43;VAEI_ECO_43;0.0;0.0;0.0
VAEI_ECO_44;VAEI_ECO_44;0.0;0.0;0.0
VAEI_ECO_45;VAEI_ECO_45;0.0;0.0;0.0
VAEI_ECO_46;VAEI_ECO_46;0.0;0.0;0.0
VAEI_ECO_47;VAEI_ECO_47;0.0;0.0;0.0
VAEI_ECO_48;VAEI_ECO_48;0.0;0.0;0.0
VAEI_ECO_49;VAEI_ECO_49;0.0;0.0;0.0
VAEI_ECO_50;VAEI_ECO_50;0.0;0.0;0.0
VAEI_ECO_51;VAEI_ECO_51;0.0;0.0;0.0
VAEI_ECO_52;VAEI_ECO_52;0.0;0.0;0.0
VAEI_ECO_53;VAEI_ECO_53;0.0;0.0;0.0
VAEI_ECO_54;VAEI_ECO_54;0.0;0.0;0.0
VAEI_ECO_55;VAEI_ECO_55;0.0;0.0;0.0
VAEI_ECO_56;VAEI_ECO_56;0.0;0.0;0.0
VAEI_ECO_57;VAEI_ECO_57;0.0;0.0;0.0
VAEI_ECO_58;VAEI_ECO_58;0.0;0.0;0.0
VAEI_ECO_59;VAEI_ECO_59;0.0;0.0;0.0
VAEI_ECO_60;VAEI_ECO_60;0.0;0.0;0.0
VAEI_ECO_61;VAEI_ECO_61;0.0;0.0;0.0
VAEI_ECO_62;VAEI_ECO_62;0.0;0.0;0.0
VAEI_ECO_63;VAEI_ECO_63;0.0;0.0;0.0
VAEI_ECO_64;VAEI_ECO_64;0.0;0.0;0.0
VAEI_ECO_65;VAEI_ECO_65;0.0;0.0;0.0
VAEI_ECO_66;VAEI_ECO_66;0.0;0.0;0.0
VAEI_ECO_67;VAEI_ECO_67;0.0;0.0;0.0
VAEI_ECO_68;VAEI_ECO_68;0.0;0.0;0.0
VAEI_ECO_69;VAEI_ECO_69;0.0;0.0;0.0
VAEI_ECO_70;VAEI_ECO_70;0.0;0.0;0.0
VAEI_ECO_71;VAEI_ECO_71;0.0;0.0;0.0
VAEI_ECO_72;VAEI_ECO_72;0.0;0.0;0.0
VAEI_ECO_73;VAEI_ECO_73;0.0;0.0;0.0
VAEI_ECO_74;VAEI_ECO_74;0.0;0.0;0.0
VAEI_ECO_75;VAEI_ECO_75;0.0;0.0;0.0
VAEI_ECO_76;VAEI_ECO_76;0.0;0.0;0.0
VAEI_ECO_77;VAEI_ECO_77;0.0;0.0;0.0
VAEI_ECO_78;VAEI_ECO_78;0.0;0.0;0.0
VAEI_ECO_79;VAEI_ECO_79;0.0;0.0;0.0
VAEI_ECO_80;VAEI_ECO_80;0.0;0.0;0.0
VAEI_ECO_81;VAEI_ECO_81;0.0;0.0;0.0
VAEI_ECO_82;VAEI_ECO_82;0.0;0.0;0.0
VAEI_ECO_83;VAEI_ECO_83;0.0;0.0;0.0
VAEI_ECO_84;VAEI_ECO_84;0.0;0.0;0.0
VAEI_ECO_85;VAEI_ECO_85;0.0;0.0;0.0
VAEI_ECO_86;VAEI_ECO_86;0.0;0.0;0.0
VAEI_ECO_87;VAEI_ECO_87;0.0;0.0;0.0
VAEI_ECO_88;VAEI_ECO_88;0.0;0.0;0.0
VAEI_ECO_89;VAEI_ECO_89;0.0;0.0;0.0
VAEI_ECO_90;VAEI_ECO_90;0.0;0.0;0.0
VAEI_ECO_91;VAEI_ECO_91;0.0;0.0;0.0
VAEI_ECO_92;VAEI_ECO_92;0.0;0.0;0.0
VAEI_ECO_93;VAEI_ECO_93;0.0;0.0;0.0
VAEI_ECO_94;VAEI_ECO_94;0.0;0.0;0.0
VAEI_ECO_95;VAEI_ECO_95;0.0;0.0;0.0
VAEI_ECO_96;VAEI_ECO_96;0.0;0.0;0.0
VAEI_ECO_97;VAEI_ECO_97;0.0;0.0;0.0
VAEI_ECO_98;VAEI_ECO_98;0.0;0.0;0.0
VAEI_ECO_99;VAEI_ECO_99;0.0;0.0;0.0
FEVE_RM_0;FEVE_RM_0;0.0;0.0;0.0
FEVE_RM_1;FEVE_RM_1;0.0;0.0;0.0
FEVE_RM_2;FEVE_RM_2;0.0;0.0;0.0
FEVE_RM_3;FEVE_RM_3;0.0;0.0;0.0
FEVE_RM_4;FEVE_RM_4;0.0;0.0;0.0
FEVE_RM_5;FEVE_RM_5;0.0;0.0;0.0
FEVE_RM_6;FEVE_RM_6;0.0;0.0;0.0
FEVE_RM_7;FEVE_RM_7;0.0;0.0;0.0
FEVE_RM_8;FEVE_RM_8;0.0;0.0;0.0
FEVE_RM_9;FEVE_RM_9;0.0;0.0;0.0
FEVE_RM_10;FEVE_RM_10;0.0;0.0;0.0
FEVE_RM_11;FEVE_RM_11;0.0;0.0;0.0
FEVE_RM_12;FEVE_RM_12;0.0;0.0;0.0
FEVE_RM_13;FEVE_RM_13;0.0;0.0;0.0
FEVE_RM_14;FEVE_RM_14;0.0;0.0;0.0
FEVE_RM_15;FEVE_RM_15;0.0;0.0;0.0
FEVE_RM_16;FEVE_RM_16;0.0;0.0;0.0
FEVE_RM_17;FEVE_RM_17;0.0;0.0;0.0
FEVE_RM_18;FEVE_RM_18;0.0;0.0;0.0
FEVE_RM_19;FEVE_RM_19;0.0;0.0;0.0
FEVE_RM_20;FEVE_RM_20;0.0;0.0;0.0
FEVE_RM_21;FEVE_RM_21;0.0;0.0;0.0
FEVE_RM_22;FEVE_RM_22;0.0;0.0;0.0
FEVE_RM_23;FEVE_RM_23;0.0;0.0;0.0
FEVE_RM_24;FEVE_RM_24;0.0;0.0;0.0
FEVE_RM_25;FEVE_RM_25;0.0;0.0;0.0
FEVE_RM_26;FEVE_RM_26;0.0;0.0;0.0
FEVE_RM_27;FEVE_RM_27;0.0;0.0;0.0
FEVE_RM_28;FEVE_RM_28;0.0;0.0;0.0
FEVE_RM_29;FEVE_RM_29;0.0;0.0;0.0
FEVE_RM_30;FEVE_RM_30;0.0;0.0;0.0
FEVE_RM_31;FEVE_RM_31;0.0;0.0;0.0
FEVE_RM_32;FEVE_RM_32;0.0;0.0;0.0
FEVE_RM_33;FEVE_RM_33;0.0;0.0;0.0
FEVE_RM_34;FEVE_RM_34;0.0;0.0;0.0
FEVE_RM_35;FEVE_RM_35;0.0;0.0;0.0
FEVE_RM_36;FEVE_RM_36;0.0;0.0;0.0
FEVE_RM_37;FEVE_RM_37;0.0;0.0;0.0
FEVE_RM_38;FEVE_RM_38;0.0;0.0;0.0
FEVE_RM_39;FEVE_RM_39;0.0;0.0;0.0
FEVE_RM_40;FEVE_RM_40;0.0;0.0;0.0
FEVE_RM_41;FEVE_RM_41;0.0;0.0;0.0
FEVE_RM_42;FEVE_RM_42;0.0;0.0;0.0
FEVE_RM_43;FEVE_RM_43;0.0;0.0;0.0
FEVE_RM_44;FEVE_RM_44;0.0;0.0;0.0
FEVE_RM_45;FEVE_RM_45;0.0;0.0;0.0
FEVE_RM_46;FEVE_RM_46;0.0;0.0;0.0
FEVE_RM_47;FEVE_RM_47;0.0;0.0;0.0
FEVE_RM_48;FEVE_RM_48;0.0;0.0;0.0
FEVE_RM_49;FEVE_RM_49;0.0;0.0;0.0
FEVE_RM_50;FEVE_RM_50;0.0;0.0;0.0
FEVE_RM_51;FEVE_RM_51;0.0;0.0;0.0
FEVE_RM_52;FEVE_RM_52;0.0;0.0;0.0
FEVE_RM_53;FEVE_RM_53;0.0;0.0;0.0
FEVE_RM_54;FEVE_RM_54;0.0;0.0;0.0
FEVE_RM_55;FEVE_RM_55;0.0;0.0;0.0
FEVE_RM_56;FEVE_RM_56;0.0;0.0;0.0
FEVE_RM_57;FEVE_RM_57;0.0;0.0;0.0
FEVE_RM_58;FEVE_RM_58;0.0;0.0;0.0
FEVE_RM_59;FEVE_RM_59;0.0;0.0;0.0
FEVE_RM_60;FEVE_RM_60;0.0;0.0;0.0
FEVE_RM_61;FEVE_RM_61;0.0;0.0;0.0
FEVE_RM_62;FEVE_RM_62;0.0;0.0;0.0
FEVE_RM_63;FEVE_RM_63;0.0;0.0;0.0
FEVE_RM_64;FEVE_RM_64;0.0;0.0;0.0
FEVE_RM_65;FEVE_RM_65;0.0;0.0;0.0
FEVE_RM_66;FEVE_RM_66;0.0;0.0;0.0
FEVE_RM_67;FEVE_RM_67;0.0;0.0;0.0
FEVE_RM_68;FEVE_RM_68;0.0;0.0;0.0
FEVE_RM_69;FEVE_RM_69;0.0;0.0;0.0
FEVE_RM_70;FEVE_RM_70;0.0;0.0;0.0
FEVE_RM_71;FEVE_RM_71;0.0;0.0;0.0
FEVE_RM_72;FEVE_RM_72;0.0;0.0;0.0
FEVE_RM_73;FEVE_RM_73;0.0;0.0;0.0
FEVE_RM_74;FEVE_RM_74;0.0;0.0;0.0
FEVE_RM_75;FEVE_RM_75;0.0;0.0;0.0
FEVE_RM_76;FEVE_RM_76;0.0;0.0;0.0
FEVE_RM_77;FEVE_RM_77;0.0;0.0;0.0
FEVE_RM_78;FEVE_RM_78;0.0;0.0;0.0
FEVE_RM_79;FEVE_RM_79;0.0;0.0;0.0
FEVE_RM_80;FEVE_RM_80;0.0;0.0;0.0
FEVE_RM_81;FEVE_RM_81;0.0;0.0;0.0
FEVE_RM_82;FEVE_RM_82;0.0;0.0;0.0
FEVE_RM_83;FEVE_RM_83;0.0;0.0;0.0
FEVE_RM_84;FEVE_RM_84;0.0;0.0;0.0
FEVE_RM_85;FEVE_RM_85;0.0;0.0;0.0
FEVE_RM_86;FEVE_RM_86;0.0;0.0;0.0
FEVE_RM_87;FEVE_RM_87;0.0;0.0;0.0
FEVE_RM_88;FEVE_RM_88;0.0;0.0;0.0
FEVE_RM_89;FEVE_RM_89;0.0;0.0;0.0
FEVE_RM_90;FEVE_RM_90;0.0;0.0;0.0
FEVE_RM_91;FEVE_RM_91;0.0;0.0;0.0
FEVE_RM_92;FEVE_RM_92;0.0;0.0;0.0
FEVE_RM_93;FEVE_RM_93;0.0;0.0;0.0
FEVE_RM_94;FEVE_RM_94;0.0;0.0;0.0
FEVE_RM_95;FEVE_RM_95;0.0;0.0;0.0
FEVE_RM_96;FEVE_RM_96;0.0;0.0;0.0
FEVE_RM_97;FEVE_RM_97;0.0;0.0;0.0
FEVE_RM_98;FEVE_RM_98;0.0;0.0;0.0
FEVE_RM_99;FEVE_RM_99;0.0;0.0;0.0
FEVD_RM_0;FEVD_RM_0;0.0;0.0;0.0
FEVD_RM_1;FEVD_RM_1;0.0;0.0;0.0
FEVD_RM_2;FEVD_RM_2;0.0;0.0;0.0
FEVD_RM_3;FEVD_RM_3;0.0;0.0;0.0
FEVD_RM_4;FEVD_RM_4;0.0;0.0;0.0
FEVD_RM_5;FEVD_RM_5;0.0;0.0;0.0
FEVD_RM_6;FEVD_RM_6;0.0;0.0;0.0
FEVD_RM_7;FEVD_RM_7;0.0;0.0;0.0
FEVD_RM_8;FEVD_RM_8;0.0;0.0;0.0
FEVD_RM_9;FEVD_RM_9;0.0;0.0;0.0
FEVD_RM_10;FEVD_RM_10;0.0;0.0;0.0
FEVD_RM_11;FEVD_RM_11;0.0;0.0;0.0
FEVD_RM_12;FEVD_RM_12;0.0;0.0;0.0
FEVD_RM_13;FEVD_RM_13;0.0;0.0;0.0
FEVD_RM_14;FEVD_RM_14;0.0;0.0;0.0
FEVD_RM_15;FEVD_RM_15;0.0;0.0;0.0
FEVD_RM_16;FEVD_RM_16;0.0;0.0;0.0
FEVD_RM_17;FEVD_RM_17;0.0;0.0;0.0
FEVD_RM_18;FEVD_RM_18;0.0;0.0;0.0
FEVD_RM_19;FEVD_RM_19;0.0;0.0;0.0
FEVD_RM_20;FEVD_RM_20;0.0;0.0;0.0
FEVD_RM_21;FEVD_RM_21;0.0;0.0;0.0
FEVD_RM_22;FEVD_RM_22;0.0;0.0;0.0
FEVD_RM_23;FEVD_RM_23;0.0;0.0;0.0
FEVD_RM_24;FEVD_RM_24;0.0;0.0;0.0
FEVD_RM_25;FEVD_RM_25;0.0;0.0;0.0
FEVD_RM_26;FEVD_RM_26;0.0;0.0;0.0
FEVD_RM_27;FEVD_RM_27;0.0;0.0;0.0
FEVD_RM_28;FEVD_RM_28;0.0;0.0;0.0
FEVD_RM_29;FEVD_RM_29;0.0;0.0;0.0
FEVD_RM_30;FEVD_RM_30;0.0;0.0;0.0
FEVD_RM_31;FEVD_RM_31;0.0;0.0;0.0
FEVD_RM_32;FEVD_RM_32;0.0;0.0;0.0
FEVD_RM_33;FEVD_RM_33;0.0;0.0;0.0
FEVD_RM_34;FEVD_RM_34;0.0;0.0;0.0
FEVD_RM_35;FEVD_RM_35;0.0;0.0;0.0
FEVD_RM_36;FEVD_RM_36;0.0;0.0;0.0
FEVD_RM_37;FEVD_RM_37;0.0;0.0;0.0
FEVD_RM_38;FEVD_RM_38;0.0;0.0;0.0
FEVD_RM_39;FEVD_RM_39;0.0;0.0;0.0
FEVD_RM_40;FEVD_RM_40;0.0;0.0;0.0
FEVD_RM_41;FEVD_RM_41;0.0;0.0;0.0
FEVD_RM_42;FEVD_RM_42;0.0;0.0;0.0
FEVD_RM_43;FEVD_RM_43;0.0;0.0;0.0
FEVD_RM_44;FEVD_RM_44;0.0;0.0;0.0
FEVD_RM_45;FEVD_RM_45;0.0;0.0;0.0
FEVD_RM_46;FEVD_RM_46;0.0;0.0;0.0
FEVD_RM_47;FEVD_RM_47;0.0;0.0;0.0
FEVD_RM_48;FEVD_RM_48;0.0;0.0;0.0
FEVD_RM_49;FEVD_RM_49;0.0;0.0;0.0
FEVD_RM_50;FEVD_RM_50;0.0;0.0;0.0
FEVD_RM_51;FEVD_RM_51;0.0;0.0;0.0
FEVD_RM_52;FEVD_RM_52;0.0;0.0;0.0
FEVD_RM_53;FEVD_RM_53;0.0;0.0;0.0
FEVD_RM_54;FEVD_RM_54;0.0;0.0;0.0
FEVD_RM_55;FEVD_RM_55;0.0;0.0;0.0
FEVD_RM_56;FEVD_RM_56;0.0;0.0;0.0
FEVD_RM_57;FEVD_RM_57;0.0;0.0;0.0
FEVD_RM_58;FEVD_RM_58;0.0;0.0;0.0
FEVD_RM_59;FEVD_RM_59;0.0;0.0;0.0
FEVD_RM_60;FEVD_RM_60;0.0;0.0;0.0
FEVD_RM_61;FEVD_RM_61;0.0;0.0;0.0
FEVD_RM_62;FEVD_RM_62;0.0;0.0;0.0
FEVD_RM_63;FEVD_RM_63;0.0;0.0;0.0
FEVD_RM_64;FEVD_RM_64;0.0;0.0;0.0
FEVD_RM_65;FEVD_RM_65;0.0;0.0;0.0
FEVD_RM_66;FEVD_RM_66;0.0;0.0;0.0
FEVD_RM_67;FEVD_RM_67;0.0;0.0;0.0
FEVD_RM_68;FEVD_RM_68;0.0;0.0;0.0
FEVD_RM_69;FEVD_RM_69;0.0;0.0;0.0
FEVD_RM_70;FEVD_RM_70;0.0;0.0;0.0
FEVD_RM_71;FEVD_RM_71;0.0;0.0;0.0
FEVD_RM_72;FEVD_RM_72;0.0;0.0;0.0
FEVD_RM_73;FEVD_RM_73;0.0;0.0;0.0
FEVD_RM_74;FEVD_RM_74;0.0;0.0;0.0
FEVD_RM_75;FEVD_RM_75;0.0;0.0;0.0
FEVD_RM_76;FEVD_RM_76;0.0;0.0;0.0
FEVD_RM_77;FEVD_RM_77;0.0;0.0;0.0
FEVD_RM_78;FEVD_RM_78;0.0;0.0;0.0
FEVD_RM_79;FEVD_RM_79;0.0;0.0;0.0
FEVD_RM_80;FEVD_RM_80;0.0;0.0;0.0
FEVD_RM_81;FEVD_RM_81;0.0;0.0;0.0
FEVD_RM_82;FEVD_RM_82;0.0;0.0;0.0
FEVD_RM_83;FEVD_RM_83;0.0;0.0;0.0
FEVD_RM_84;FEVD_RM_84;0.0;0.0;0.0
FEVD_RM_85;FEVD_RM_85;0.0;0.0;0.0
FEVD_RM_86;FEVD_RM_86;0.0;0.0;0.0
FEVD_RM_87;FEVD_RM_87;0.0;0.0;0.0
FEVD_RM_88;FEVD_RM_88;0.0;0.0;0.0
FEVD_RM_89;FEVD_RM_89;0.0;0.0;0.0
FEVD_RM_90;FEVD_RM_90;0.0;0.0;0.0
FEVD_RM_91;FEVD_RM_91;0.0;0.0;0.0
FEVD_RM_92;FEVD_RM_92;0.0;0.0;0.0
FEVD_RM_93;FEVD_RM_93;0.0;0.0;0.0
FEVD_RM_94;FEVD_RM_94;0.0;0.0;0.0
FEVD_RM_95;FEVD_RM_95;0.0;0.0;0.0
FEVD_RM_96;FEVD_RM_96;0.0;0.0;0.0
FEVD_RM_97;FEVD_RM_97;0.0;0.0;0.0
FEVD_RM_98;FEVD_RM_98;0.0;0.0;0.0
FEVD_RM_99;FEVD_RM_99;0.0;0.0;0.0
VTSVE_INDEXAT_RM_0;VTSVE_INDEXAT_RM_0;0.0;0.0;0.0
VTSVE_INDEXAT_RM_1;VTSVE_INDEXAT_RM_1;0.0;0.0;0.0
VTSVE_INDEXAT_RM_2;VTSVE_INDEXAT_RM_2;0.0;0.0;0.0
VTSVE_INDEXAT_RM_3;VTSVE_INDEXAT_RM_3;0.0;0.0;0.0
VTSVE_INDEXAT_RM_4;VTSVE_INDEXAT_RM_4;0.0;0.0;0.0
VTSVE_INDEXAT_RM_5;VTSVE_INDEXAT_RM_5;0.0;0.0;0.0
VTSVE_INDEXAT_RM_6;VTSVE_INDEXAT_RM_6;0.0;0.0;0.0
VTSVE_INDEXAT_RM_7;VTSVE_INDEXAT_RM_7;0.0;0.0;0.0
VTSVE_INDEXAT_RM_8;VTSVE_INDEXAT_RM_8;0.0;0.0;0.0
VTSVE_INDEXAT_RM_9;VTSVE_INDEXAT_RM_9;0.0;0.0;0.0
VTSVE_INDEXAT_RM_10;VTSVE_INDEXAT_RM_10;0.0;0.0;0.0
VTSVE_INDEXAT_RM_11;VTSVE_INDEXAT_RM_11;0.0;0.0;0.0
VTSVE_INDEXAT_RM_12;VTSVE_INDEXAT_RM_12;0.0;0.0;0.0
VTSVE_INDEXAT_RM_13;VTSVE_INDEXAT_RM_13;0.0;0.0;0.0
VTSVE_INDEXAT_RM_14;VTSVE_INDEXAT_RM_14;0.0;0.0;0.0
VTSVE_INDEXAT_RM_15;VTSVE_INDEXAT_RM_15;0.0;0.0;0.0
VTSVE_INDEXAT_RM_16;VTSVE_INDEXAT_RM_16;0.0;0.0;0.0
VTSVE_INDEXAT_RM_17;VTSVE_INDEXAT_RM_17;0.0;0.0;0.0
VTSVE_INDEXAT_RM_18;VTSVE_INDEXAT_RM_18;0.0;0.0;0.0
VTSVE_INDEXAT_RM_19;VTSVE_INDEXAT_RM_19;0.0;0.0;0.0
VTSVE_INDEXAT_RM_20;VTSVE_INDEXAT_RM_20;0.0;0.0;0.0
VTSVE_INDEXAT_RM_21;VTSVE_INDEXAT_RM_21;0.0;0.0;0.0
VTSVE_INDEXAT_RM_22;VTSVE_INDEXAT_RM_22;0.0;0.0;0.0
VTSVE_INDEXAT_RM_23;VTSVE_INDEXAT_RM_23;0.0;0.0;0.0
VTSVE_INDEXAT_RM_24;VTSVE_INDEXAT_RM_24;0.0;0.0;0.0
VTSVE_INDEXAT_RM_25;VTSVE_INDEXAT_RM_25;0.0;0.0;0.0
VTSVE_INDEXAT_RM_26;VTSVE_INDEXAT_RM_26;0.0;0.0;0.0
VTSVE_INDEXAT_RM_27;VTSVE_INDEXAT_RM_27;0.0;0.0;0.0
VTSVE_INDEXAT_RM_28;VTSVE_INDEXAT_RM_28;0.0;0.0;0.0
VTSVE_INDEXAT_RM_29;VTSVE_INDEXAT_RM_29;0.0;0.0;0.0
VTSVE_INDEXAT_RM_30;VTSVE_INDEXAT_RM_30;0.0;0.0;0.0
VTSVE_INDEXAT_RM_31;VTSVE_INDEXAT_RM_31;0.0;0.0;0.0
VTSVE_INDEXAT_RM_32;VTSVE_INDEXAT_RM_32;0.0;0.0;0.0
VTSVE_INDEXAT_RM_33;VTSVE_INDEXAT_RM_33;0.0;0.0;0.0
VTSVE_INDEXAT_RM_34;VTSVE_INDEXAT_RM_34;0.0;0.0;0.0
VTSVE_INDEXAT_RM_35;VTSVE_INDEXAT_RM_35;0.0;0.0;0.0
VTSVE_INDEXAT_RM_36;VTSVE_INDEXAT_RM_36;0.0;0.0;0.0
VTSVE_INDEXAT_RM_37;VTSVE_INDEXAT_RM_37;0.0;0.0;0.0
VTSVE_INDEXAT_RM_38;VTSVE_INDEXAT_RM_38;0.0;0.0;0.0
VTSVE_INDEXAT_RM_39;VTSVE_INDEXAT_RM_39;0.0;0.0;0.0
VTSVE_INDEXAT_RM_40;VTSVE_INDEXAT_RM_40;0.0;0.0;0.0
VTSVE_INDEXAT_RM_41;VTSVE_INDEXAT_RM_41;0.0;0.0;0.0
VTSVE_INDEXAT_RM_42;VTSVE_INDEXAT_RM_42;0.0;0.0;0.0
VTSVE_INDEXAT_RM_43;VTSVE_INDEXAT_RM_43;0.0;0.0;0.0
VTSVE_INDEXAT_RM_44;VTSVE_INDEXAT_RM_44;0.0;0.0;0.0
VTSVE_INDEXAT_RM_45;VTSVE_INDEXAT_RM_45;0.0;0.0;0.0
VTSVE_INDEXAT_RM_46;VTSVE_INDEXAT_RM_46;0.0;0.0;0.0
VTSVE_INDEXAT_RM_47;VTSVE_INDEXAT_RM_47;0.0;0.0;0.0
VTSVE_INDEXAT_RM_48;VTSVE_INDEXAT_RM_48;0.0;0.0;0.0
VTSVE_INDEXAT_RM_49;VTSVE_INDEXAT_RM_49;0.0;0.0;0.0
VTSVE_INDEXAT_RM_50;VTSVE_INDEXAT_RM_50;0.0;0.0;0.0
VTSVE_INDEXAT_RM_51;VTSVE_INDEXAT_RM_51;0.0;0.0;0.0
VTSVE_INDEXAT_RM_52;VTSVE_INDEXAT_RM_52;0.0;0.0;0.0
VTSVE_INDEXAT_RM_53;VTSVE_INDEXAT_RM_53;0.0;0.0;0.0
VTSVE_INDEXAT_RM_54;VTSVE_INDEXAT_RM_54;0.0;0.0;0.0
VTSVE_INDEXAT_RM_55;VTSVE_INDEXAT_RM_55;0.0;0.0;0.0
